Pathway	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585104	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273
PWY-7664: oleate biosynthesis IV (anaerobic)	74.8194	51.5205	31.2857	106.008	342.09	341.315	26.6166	88.4425	105.219	71.323	88.8187	201.334	406.244	384.853	485.948	402.157	511.303	0	56.0759	160.88	308.136	398.557	12.7998	23.4996	3.18929	384.531	509.541	5.44964	200.321	253.635	3.84888	1.32609	113.222	158.928	152.437	27.7785	30.5041	286.38	18.3874	50.2477	15.0267	0	47.0442	16.1373	11.6751	33.5822	2.51538	14.0115	39.6034	0	110.433	71.918	42.8012	42.3939	63.7329	87.866	99.8036	118.238	408.941	357.976	42.5435	178.145	53.7566	124.106	371.836	348.17	295.899	263.699	31.089	0	4.46209	18.5958	41.0004	2.31174	1.08972	3.7668	80.5515	62.0193
PWY-7688: dTDP-&alpha;-D-ravidosamine and dTDP-4-acetyl-&alpha;-D-ravidosamine biosynthesis	0	0	0	2.3057	0	0	0	0	0	0.348496	0	5.21448	0	0	0	0	0	0	0	0	0	0	0	11.8312	0.730507	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02411	0	0	0	0	0	0	7.36093	0	0	0	20.0409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.795322	0	0.720319	0
PWY-7723: bacterial bioluminescence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.57436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7761: NAD salvage pathway II (PNC IV cycle)	112.018	88.4452	102.756	110.387	112.795	103.123	33.1737	179.788	76.726	116.328	142.092	87.3444	2.01987	0	6.37738	12.3216	43.9897	16.5054	59.0736	39.3066	43.0685	82.1229	49.2047	22.352	170.986	155.526	157.797	53.6569	41.6372	62.7302	314.564	40.8995	5.91457	164.85	172.57	43.3438	52.5225	147.298	55.1027	71.2529	180.027	41.6155	42.4245	110.112	226.348	44.8773	70.1052	131.697	141.475	36.1079	91.3133	139.179	147.161	81.3945	136.874	151.93	100.902	19.0323	145.153	106.033	213.503	136.694	168.355	5.08796	146.655	8.13275	5.79855	267.19	0	90.6035	164.28	163.407	130.059	178.001	179.934	169.692	68.8608	68.9979
PWY-7783: plasmalogen degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.80183	14.1215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7790: UMP biosynthesis II	714.917	735.74	762.686	720.568	726.978	763.574	691.58	493.096	646.122	518.314	580.216	604.379	549.208	631.497	720.803	636.216	478.029	1385.15	682.279	648.153	595.116	614.636	713.871	524.579	718.104	654.441	691.083	715.734	511.401	270.102	724.464	670.05	424.042	487.305	617.188	746.983	578.998	491.286	713.142	677.534	762.806	428.085	439.639	770.908	618.97	498.153	452.403	679.657	585.31	511.676	582.092	404.627	481.133	378.139	612.043	559.806	359.721	499.541	503.622	550.463	689.112	646.393	657.509	781.856	336.041	626.084	649.284	729.682	614.898	779.365	632.386	595.347	727.952	658.303	700.935	666.623	693.394	734.759
PWY-7791: UMP biosynthesis III	714.917	735.74	762.686	720.568	726.978	763.574	691.58	493.096	646.122	518.314	580.216	604.379	549.208	631.497	720.803	636.216	478.029	1385.15	682.279	648.153	595.116	614.636	713.871	524.579	718.104	654.441	691.083	715.734	511.401	253.591	724.464	670.05	424.042	487.305	617.188	746.983	578.998	491.286	713.142	677.534	762.806	428.085	439.639	770.908	618.97	498.153	452.403	679.657	585.31	511.676	582.092	404.627	481.133	378.139	612.043	559.806	359.721	499.541	503.622	550.463	689.112	646.393	657.509	781.856	336.041	626.084	649.284	729.682	614.898	779.365	632.386	595.347	727.952	658.303	700.935	666.623	693.394	734.759
PWY-7805: (aminomethyl)phosphonate degradation	0	0	0	0.363712	0	0	0	0	0	0	0	0	0	0	0	0.583647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.8573	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7807: glyphosate degradation III	0	0	0	0.330859	0	0	0	0	0	0	0	0	0	0	0	0.529077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.8829	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7820: teichuronic acid biosynthesis (B. subtilis 168)	0	1.0699	1.38828	3.76786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28165	0
PWY-7851: coenzyme A biosynthesis II (eukaryotic)	531.221	525.525	553.437	579.045	529.729	570.797	537.501	424.932	547.756	421.133	493.661	552.858	509.224	538.491	642.819	550.197	512.14	149.289	579.746	512.803	534.748	504.646	553.288	458.726	473.68	568.632	572.049	571.944	430.45	174.994	407.827	629.651	338.062	367.693	430.403	549.455	497.678	364.274	540.821	559.336	539.287	304.046	394.45	268.537	421.977	418.816	352.062	514.732	431.448	420.099	478.098	348.348	412.332	295.363	508.412	478.893	282.09	435.175	238.893	536.024	582.884	560.232	553.921	619.372	261.904	548.079	521.43	356.936	502.625	432.6	407.558	389.326	467.557	402.017	442.756	404.606	547.85	521.734
PWY-7858: (5Z)-dodecenoate biosynthesis II	0	0	0.876921	0.88086	30.7189	54.0364	0	0	0	0	0	0	0	0	0	0	196.259	0	0	0	135.727	60.1139	0	0	1.24585	199.828	221.583	0	29.8567	161.454	0	0.82832	7.52548	97.9423	28.4881	0	0	99.0556	0	0	0	0	14.4894	1.27337	0	3.06848	0	3.39576	0	0	0	0	0	0	0	0	0	0	232.574	261.881	0	0	0	0	104.846	0	0	0	0	0	0	0	0	0	0	0.830196	0	0
PWY-7873: D-erythronate degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4505	0	0	0	0	0	0	0	13.0754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7874: L-threonate degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8304	0	0	0	0	0	0	0	14.9419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7883: anhydromuropeptides recycling II	3.53799	7.70015	8.58775	34.1019	51.8289	50.2452	1.19236	7.22268	0	0	0	11.7147	21.5725	2.03161	0	0.835386	14.4432	0	0	0	65.6179	120.165	40.1766	18.3531	0	199.94	265.271	0	0.708163	11.8363	0	0	4.11524	50.4319	30.7309	4.89952	37.0645	83.5985	60.4913	41.4057	44.8949	10.3165	29.1538	29.7106	0	21.2103	25.3376	5.80348	0	0	0	0	0	0	0	6.96381	22.0937	18.3533	217.773	170.182	0	4.0256	0	0	38.5702	0	0	0	0	0	0	0	0	0	0	2.12616	5.81774	6.07235
PWY-7942: 5-oxo-L-proline metabolism	0	0	0	0.88695	0	0	0	0	0	0	0	0	0	0	0	3.76696	0	0	0	0	0	0	0	0	0	0	2.40201	0	2.51555	3.10075	0	0	4.97986	101.569	25.397	0	15.4677	44.2071	0	0	0	0	0	0	0	0	0	0	0	15.7033	0	0	0	0	0	0	0	0	74.1009	9.55314	0	4.65795	0	0	43.912	0	0	0	0	0	0	0	0	0	0	3.31802	0	0
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing)	653.94	646.73	648.131	652.072	641.529	638.43	654.072	375.797	360.274	408.315	479.77	563.009	555.21	587.661	750.39	625.115	688.133	1448.36	674.083	625.093	478.854	560.752	551.162	452.055	615.793	638.75	648.609	661.036	513.678	320.934	701.344	856.826	333.816	437.357	517.952	664.554	543.648	479.057	680.439	613.248	576.613	468.013	422.554	801.644	604.377	466.351	427.074	667.067	533.636	473.769	498.25	313.034	429.457	278.381	500.945	464.541	315.675	485.371	382.191	533.799	572.972	541.601	646.036	774.537	354.218	557.577	578.601	819.182	403.457	724.305	574.359	644.42	719.024	586.628	615.134	605.601	609.401	725.612
PWY-7977: L-methionine biosynthesis IV	405.032	427.063	387.19	533.969	197.201	193.143	536.4	386.5	494.954	438.755	390.25	523.756	566.138	598.226	703.808	582.523	603.864	193.595	622.946	512.931	122.433	155.174	458.854	434.23	429.527	281.82	209.02	487.249	505.721	412.086	213.117	50.7434	445.599	478.76	396.365	603.208	506.99	456.952	676.963	534.636	611.659	333.298	442.555	159.646	496.163	450.452	395.35	437.623	402.816	436.65	534.08	321.761	320.218	285.977	487.395	363.06	238.78	405.01	243.767	172.511	427.333	434.533	492.496	763.95	380.656	530.915	597.682	310.406	641.646	686	394.429	369.72	389.313	497.117	474.466	472.758	435.101	382.365
PWY-7992: superpathway of menaquinol-8 biosynthesis III	21.4601	10.6696	0	0	21.5702	15.5194	0	4.71576	0	38.1804	3.9962	0	0	0	0	0	0	0	0	0	24.2497	0	0	0	8.14432	20.2173	28.4656	0	21.1464	8.53226	0	0	14.2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.8137	0	0	0	0	1.97127	0	0	0	8.85092	0	0	0	0	0	0	0	0	0	0	6.63688	9.71133	0	7.76131	5.16599	2.48514	18.0241	9.67662
PWY-8004: Entner-Doudoroff pathway I	112.168	98.0984	62.6553	90.2374	108.181	99.7308	71.824	55.2924	65.8335	53.1999	47.3996	101.709	81.1959	42.2052	14.4667	30.5026	70.7194	0	93.0636	83.2784	223.709	41.895	55.7702	49.8401	14.9111	195.423	300.163	14.6853	86.3685	242.976	14.3637	0	20.6951	108.047	95.1014	31.5407	40.0505	164.966	120.559	32.0936	37.2681	68.4711	183.986	41.613	34.4951	78.4682	78.6187	52.5182	53.086	57.1351	76.3544	38.5556	48.8903	12.5283	74.3323	34.1349	17.6809	44.5287	169.933	229.891	56.2716	64.1296	69.8735	26.9093	194.633	21.1384	21.4933	0	84.7447	1.06149	11.6389	24.095	43.9813	11.3179	10.7724	6.76827	89.9338	83.9635
PWY-801: homocysteine and cysteine interconversion	0	0	0	0.429862	0	5.64027	0	1.16389	0	0	0	0	0	0	0	1.40999	0	0	0	0	0	0	14.7565	2.83346	0	7.91816	2.07666	6.98311	2.08136	16.4553	41.9143	3.99235	1.42015	11.9294	0	0	6.25234	56.263	0	38.4008	80.3311	29.2258	11.1786	23.4671	77.7415	4.3127	2.68098	4.88925	11.5178	0	1.32473	0	0	0	0	0	0	0	0	9.13833	0	0	0	0	0	0	0	0	0	0	5.13886	20.8378	0	0	0	0	0	0
PWY-8073: lipid IVA biosynthesis (P. putida)	45.67	66.8371	48.1546	80.6067	66.1742	51.6957	4.79677	0	0	2.76073	0	23.36	33.0155	0	0	12.4922	233.573	0	0	0	100.032	50.822	53.047	193.163	3.06322	238.734	361.244	0	11.0419	267.777	0	0	24.8328	50.2874	43.887	8.79577	87.6525	129.744	298.766	33.9652	8.2349	58.787	61.8312	14.8137	0	181.384	75.1337	5.98631	0	73.3293	3.84931	0	0	0	0	15.2514	59.1399	49.8299	209.463	162.002	0	7.8438	0	0	260.312	5.79281	8.19453	67.4634	0	0.991589	0	1.336	0	15.2126	5.68668	2.02251	100.396	57.5859
"PWY-8086: (S)-lactate fermentation to propanoate, acetate and hydrogen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442886	2.12156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7866	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-8131: 5'-deoxyadenosine degradation II	29.8356	33.2993	19.5761	39.9341	0	4.56818	34.1988	40.8448	24.0704	35.2918	46.4956	12.9789	0	5.83504	8.8339	4.39836	4.32052	0	33.7039	19.6002	0	0	16.9106	5.87725	41.1821	0	3.56034	50.0874	7.82767	109.882	14.2396	0	3.59202	57.2874	43.705	17.694	17.7018	11.378	7.21848	12.7187	14.1544	11.098	2.9194	9.59123	7.45802	14.0052	12.7321	19.5765	36.0981	14.3561	40.6711	22.8191	60.8494	10.3086	49.7702	51.5939	20.9979	9.68711	0	0	21.1152	19.5372	29.0258	12.2933	24.5572	11.1241	6.05767	0	27.3569	0	8.98933	39.875	19.1107	24.838	22.7733	8.24628	26.895	25.08
PWY-8178: pentose phosphate pathway (non-oxidative branch) II	404.649	432.828	417.824	315.151	341.653	360.298	593.703	419.037	472.556	320.625	462.236	420.508	190.859	142.618	370.46	208.401	385.136	707.341	671.573	584.895	391.229	366.652	549.597	228.092	495.369	466.22	512.497	815.51	209.856	497.981	734.61	883.304	177.056	521.616	471.44	767.755	532.881	692.291	413.032	615.673	738.4	474.81	318.947	771.836	612.435	288.663	252.231	788.165	561.678	434.806	312.447	334.015	390.839	315.348	491.684	421.258	236.933	203.209	385.746	496.948	505.211	423.299	643.872	1163.88	419.439	238.101	78.6847	255.468	586.473	325.404	344.066	390.6	449.45	381.531	413.873	381.269	379.358	382.64
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction)	224.736	157.526	112.952	138.685	169.313	156.13	65.8024	231.489	359.858	208.748	309.686	249.459	182.477	120.602	411.665	248.529	452.597	0	134.707	201.256	375.321	263.163	97.0319	129.766	90.6649	129.35	129.798	95.7214	218.491	197.457	27.2267	18.4707	165.722	124.189	194.185	103.948	222.867	297.36	232.179	306.019	460.758	118.901	206.515	16.9555	135.819	185.96	228.387	149.303	279.3	117.496	191.38	240.737	233.076	291.271	280.329	307.948	179.059	198.373	187.099	124.323	45.3928	216.5	52.7949	164.876	302.04	217.073	209.879	254.574	104.786	3.39451	63.1117	149.892	136.099	76.8198	50.1555	39.1951	109	159.271
PWY-8188: L-alanine degradation VI (reductive Stickland reaction)	0	0	0	6.38869	0	0	6.221	0	0	7.16546	0	0	0	0	0	0	0	0	0	0	0	0	3.89115	3.39973	0	0	0	0	0	0	0	0	0	0	0	4.58795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77366	0	0	3.29992	1.65279
PWY-8189: L-alanine degradation V (oxidative Stickland reaction)	0	0	0	6.38869	0	0	6.221	0	0	7.16546	0	0	0	0	0	0	0	0	0	0	0	0	3.89115	3.39973	0	0	0	0	0	0	0	0	0	0	0	4.58795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77366	0	0	3.29992	1.65279
PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)	8.26698	11.9136	14.3902	12.7571	0	6.63615	2.77835	0	0	0	0	0	0	0	0	0	0.489237	0	0	0	19.6496	0	1.00079	0	0	5.4693	3.72155	0	17.8754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.63	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15617	0	0	0	0	7.10096	5.6436
PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)	5.515	6.29147	4.79634	3.29194	16.6363	0	18.18	14.5617	0	0	1.84561	0	0	3.7192	0	1.7833	122.915	0	0	0	0	0	3.1841	0	0	38.2878	15.939	0	9.51262	64.3923	0	0	12.1078	114.706	139.351	0	0	141.618	0	0	0	0	11.1374	0	0	0	0	4.19619	0	0	6.06768	0	0	0	3.42898	0	10.4111	0	26.1688	81.4672	0	0	0	0	23.3936	0	0	0	0	0	0	0	0	0	0	0	3.48185	0
PWY-822: fructan biosynthesis	0.35902	2.35198	0	0	12.2356	1.72812	0	4.75601	3.23033	0.683351	2.10952	0	0	0	0	0	0	0	0	0	17.781	41.0916	8.08909	0	0.797622	0	1.71042	2.08171	1.86873	2.59666	160.096	33.6963	0	0	0	0	0	0.677725	0	19.2975	43.8899	36.3478	7.2798	331.92	95.9598	0.357918	0.371965	40.8114	9.39382	0	3.97821	4.81854	2.5791	5.26317	11.1	1.13606	2.25449	0	0	0	0	0	0	0	0	0	0	0	0	0	3.84604	11.2754	0.558431	0	0.416797	0	0.44805	0
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	286.637	260.418	250.197	355.417	632.943	680.399	202.354	320.641	324.054	389.283	312.754	391.962	415.461	310.181	589.438	417.976	566.455	0	353.465	363.886	594.976	587.251	265.132	332.987	252.34	669.025	669.561	181.471	418.143	287.674	525.876	267.758	337.51	254.954	313.175	188.822	406.604	271.483	449.256	350.613	416.338	359.828	375.386	553.975	446.96	354.33	364.298	237.647	379.004	330.13	383.474	285.632	332.734	228.531	335.37	347.275	237.991	411.034	482.098	615.885	217.464	376.683	246.587	372.081	306.654	433.846	425.372	523.604	273.053	174.097	260.325	304.538	225.343	228.87	222.76	191.666	303.359	241.592
PWY-922: mevalonate pathway I (eukaryotes and bacteria)	0.769508	2.79082	0	0	68.7191	72.9195	0	0	3.61343	0	1.37862	0	0	0	0	0	0	0	0	0	128.597	87.2436	2.55232	0	1.32675	53.4778	39.6394	0	0	0	3.93323	15.4509	0	0	0	0	0	0	0	0	0	0	0	31.8962	13.8074	0	0	27.4419	5.4296	0	1.24889	0	2.66436	0	7.11502	0	1.67504	0	58.3705	98.3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine)	160.461	131.677	83.9449	77.2762	434.219	509.374	172.98	207.13	195.257	83.1298	191.437	180.234	49.0809	33.3572	82.5926	74.8282	221.105	0	367.211	261.914	457.596	484.201	144.157	41.7762	62.1845	508.374	493.303	97.612	28.2366	201.338	446.478	119.266	22.9091	185.508	171.941	439.867	151.749	363.789	89.9466	262.131	294.691	221.34	92.9204	714.246	401.493	46.8446	82.812	276.425	222.804	209.923	99.3891	177.368	142.115	155.003	291.096	246.149	167.788	53.1146	314.256	507.699	236.557	101.991	270.598	592.848	270.913	20.777	28.9366	0	328.615	8.29805	54.9294	93.0701	78.5951	27.8046	46.3392	26.1607	89.8193	146.172
PWY0-1061: superpathway of L-alanine biosynthesis	86.204	93.0066	96.5685	83.5708	73.8594	45.1164	24.5321	177.043	340.116	127.722	218.516	55.6212	0	0	10.3402	8.81275	208.864	0	50.3172	128.421	116.389	115.287	100.928	21.8121	67.9803	271.808	374.877	20.2961	49.3111	222.658	306.883	7.45777	29.7776	181.533	187.508	25.5753	61.4917	144.969	40.4991	45.6499	43.2636	0	40.7648	7.26094	10.555	7.87856	3.58169	42.148	18.1337	40.6682	163.123	132.101	99.9008	106.444	154.125	183.904	90.8736	53.6565	253.551	193.207	121.7	134.096	157.301	4.78711	50.4934	0	0	22.8956	16.9199	25.0267	55.2296	41.3109	87.3474	37.3658	28.5551	72.9561	92.6773	77.5173
PWY0-1221: putrescine degradation II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.5759	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	21.8717	22.8158	33.6668	48.5402	188.425	231.471	6.13173	0	0	3.92716	5.63595	7.63743	24.385	6.89136	20.4368	4.51548	122.651	0	9.15862	5.36675	141.975	228.552	26.1072	15.8731	14.3239	212.442	200.48	23.7535	70.5434	79.6217	0	0	13.0787	19.4299	31.846	8.19242	61.6779	90.3035	44.0616	7.47102	0	29.5535	23.0861	11.1084	0	22.0945	35.7341	5.72959	41.4159	6.46569	3.45072	0	0	0	0	0	1.93845	67.9149	105.319	128.724	4.64228	16.7545	56.0152	6.44155	89.8385	6.22186	48.1385	49.8084	0	6.22444	19.1685	23.6206	18.7191	16.068	16.9614	6.77203	35.427	25.3246
PWY0-1261: anhydromuropeptides recycling I	93.2953	102.243	72.4596	80.3855	51.8289	50.2452	61.0782	45.6592	6.83394	20.4539	36.7709	33.2421	32.2444	2.03161	3.4517	5.59643	259.591	0	2.50445	15.3697	95.2747	120.165	89.8711	110.051	21.7577	237.168	354.588	37.6849	12.7698	182.524	0	0	13.9885	96.6573	66.5606	27.884	164.305	191.247	210.233	110.768	52.385	52.6572	48.2936	33.8665	14.8025	103.422	71.58	16.8509	0	66.7451	35.2652	31.8921	38.3686	31.9731	67.646	13.6487	74.125	26.7837	252.429	170.182	1.06884	7.12903	14.9047	5.52224	158.738	7.0772	11.3002	0	0	1.97838	15.8561	30.2367	4.98726	17.6064	15.2354	13.5419	141.44	88.8087
PWY0-1277: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	0	0	0	0.790843	0	0	0	0	0	0	0	0	0	0	0	1.97263	0	0	0	0	0	0	0	0	0	0	0	0	3.67493	270.234	0	0	0	29.1902	25.1063	0	0	2.81658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.24	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1296: purine ribonucleosides degradation	500.793	543.926	547.826	393.109	464.983	553.795	756.441	402.709	321.155	254.772	324.674	539.274	169.508	114.403	361.603	200.901	240.562	1125.27	709.102	550.121	466.405	481.663	615.615	365.213	536.44	459.212	374.757	574.999	223.192	386.79	723.917	77.4639	51.0168	336.206	461.172	690.393	460.648	460.382	343.849	573.574	512.835	366.466	263.119	985.18	628.459	340.468	282.59	647.386	437.623	460.893	295.631	300.868	310.757	265.234	438.494	282.306	225.936	304.039	341.774	587.87	723.104	598.014	591.818	710.942	390.205	234.886	199.035	975.863	676.714	182.435	457.38	480.186	611.043	433.107	499.958	367.309	502.579	516.118
PWY0-1297: superpathway of purine deoxyribonucleosides degradation	33.419	51.4507	34.2027	48.244	156.482	152.578	128.818	100.652	88.9156	41.4373	118.708	110.709	11.5062	6.41282	22.0987	20.2694	11.0163	0	61.7718	68.8291	208.8	160.661	66.0102	9.74802	41.6531	41.0279	37.3891	247.481	80.8705	331.317	541.438	66.6887	45.9704	184.243	198.458	101.819	100.258	165.858	27.6654	89.8	204.741	103.425	54.3613	861.397	384.676	31.1471	28.8532	151.096	76.9405	36.5438	37.5208	74.5842	252.496	51.2842	178.322	206.792	46.2805	35.6632	40.8967	125.103	169.547	27.4474	105.117	172.404	238.709	1.28871	0	0	0	9.9435	48.7111	53.649	18.8779	48.3899	50.8482	15.6317	21.3217	43.5814
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation	23.8148	19.4414	36.4237	18.0347	262.201	330.729	34.3587	56.2687	33.761	21.5696	50.2971	11.5512	1.95255	0	0	4.59178	38.2383	17.9275	11.2105	6.9707	183.401	158.827	19.749	8.94204	13.552	206.293	166.306	0	34.1239	292.529	34.0257	8.57842	59.5174	256.955	157.594	19.2818	87.0274	224.632	8.8741	10.1615	31.3598	73.5961	9.15563	39.1021	17.7972	8.01239	16.1543	7.78996	44.6793	0	10.9541	56.341	103.099	35.3341	52.8086	44.3655	33.9325	20.2399	94.7165	245.322	6.48117	2.6401	0	13.7841	197.183	0	0	295.036	0	0	4.79875	8.53051	15.5181	11.0484	8.04698	8.86562	45.8709	17.068
PWY0-1319: CDP-diacylglycerol biosynthesis II	527.705	566.506	569.071	501.053	306.351	367.503	611.229	309.496	293.871	309.228	351.322	501.313	509.225	575.658	530.108	584.003	556.848	1090.98	530.108	565.826	406.093	409.501	548.951	425.642	523.028	549.869	555.103	640.164	543.892	418.515	614.488	154.294	478.161	334.089	328.777	594.067	361.98	525.353	502.611	469.136	445.299	464.688	449.062	714.912	556.308	466.357	397.191	561.557	343.505	468.225	374.264	254.628	279.643	210.369	447.052	266.305	220.542	345.134	465.756	489.709	692.768	554.639	451.273	711.156	331.381	534.346	515.266	336.984	460.16	260.314	476.408	496.585	541.262	456.936	514.819	415.677	517.831	587.599
PWY0-1337: oleate &beta;-oxidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402569	0	0	0	0	0	0	0	0	0	0	0	0	1.51653	60.9838	0	0	2.94546	52.6786	28.9762	0	0	92.6427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.8698	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1338: polymyxin resistance	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23534	0	0	0	0	0	0	0	0	0	0	0	0	1.03319	118.133	0	0	1.77883	89.2136	43.4	0	0	76.853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.5898	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III	0.512483	0	0	1.19454	14.0763	10.2185	0	0	0	0	0	0	0	0	0	2.99067	127.617	0	0	0	36.7583	47.1798	0.536286	0	0	113.621	87.9673	0	2.90424	242.596	0	0	0	45.4039	34.9815	0	0	116.476	0	0	0	0	28.2874	0	0	0.606532	0	1.4069	0	0	0	0	0	0	0	0	0	0	77.7641	85.0035	0	0	0	0	98.2481	0	0	31.3168	0	0	0	0	2.8909	0	0	0	0	0
PWY0-1477: ethanolamine utilization	157.969	164.973	138.725	118.012	37.5826	46.3438	32.7607	8.51238	8.07861	36.0671	125.808	16.7452	1.18243	0	2.59457	8.94818	6.9826	0	10.1625	4.46145	188.03	133.94	24.3099	17.2113	35.9029	54.8603	37.8805	21.3578	84.0422	687.157	7.6341	6.50102	87.9216	153.931	165.206	22.4969	116.058	505.225	5.5736	6.22973	0	114.625	0	5.95555	10.8803	5.49968	2.62299	9.52049	10.3466	23.6283	11.8311	57.7303	267.392	13.7814	115.736	248.349	33.1311	24.4743	144.71	95.9223	23.5551	9.59101	0	3.43698	264.157	0	0	0	0	5.43221	32.3913	30.6224	34.2272	22.9375	25.0819	23.6795	106.056	173.587
