Gene	SRR18584972	SRR18584974	SRR18584975	SRR18584976	SRR18584977	SRR18584978	SRR18584979	SRR18584980	SRR18584981	SRR18584982	SRR18584983	SRR18585056	SRR18585057	SRR18585058	SRR18585059	SRR18585061	SRR18585062	SRR18585063	SRR18585064	SRR18585065	SRR18585076	SRR18585077	SRR18585078	SRR18585079	SRR18585105	SRR18585106	SRR18585107	SRR18585109	SRR18585110	SRR18585111	SRR18585112	SRR18585113	SRR18585114	SRR18585115	SRR18585128	SRR18585129	SRR18585131	SRR18585132	SRR18585133	SRR18585134	SRR18585135	SRR18585136	SRR18585137	SRR18585138	SRR18585139	SRR18585140	SRR18585142	SRR18585143	SRR18585144	SRR18585177	SRR18585178	SRR18585179	SRR18585180	SRR18585181	SRR18585182	SRR18585183	SRR18585184	SRR18585212	SRR18585213	SRR18585214	SRR18585215	SRR18585216	SRR18585218	SRR18585219	SRR18585220	SRR18585221	SRR18585222	SRR18585223	SRR18585254	SRR18585256	SRR18585257	SRR18585258	SRR18585259	SRR18585260	SRR18585261	SRR18585272	SRR18585273	
UniRef90_A0A3E5EBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69439	0	0	2.97642	0	0	0	0	0	12.2003	4.47478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5565	11.1712	5.82507	2.15871	17.5788	13.0038	27.9458	0	0
UniRef90_A0A3E5EBL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.85334	0	0	0	0	0	0.448177	0	0	1.4431	1.9709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5419	10.8839	4.24948	1.94698	23.5253	13.7558	23.3711	0	0
UniRef90_A0A3E5EBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94246	0	0	0	0	0	0.436098	0	0	3.6311	1.16237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.1041	12.4729	5.488	2.68678	17.9414	14.8249	26.3408	0	0
UniRef90_A0A3E5EBL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.34862	0	0	0.566493	0	0	2.26898	1.49172	0	11.8078	2.22787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5467	15.6627	6.46088	3.44206	22.0454	13.1186	29.2197	0	0
UniRef90_A0A3E5EBM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99117	1.128	0.786655	0	7.80225	2.64041	8.01118	0	0
UniRef90_A0A3E5EBM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.781	0	0	0	0	0	0	0	0	3.56114	3.27488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0533	8.8058	4.53735	3.47385	19.147	13.8462	26.9135	0	0
UniRef90_A0A3E5EBM7	0	0	0	0.21905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58304	0	0	0	0	0	1.71434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7686	8.75868	1.81614	0.884992	6.71957	12.5848	15.2121	0	0
UniRef90_A0A3E5EBP1	0	0	0	1.31789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.763	0	0	0	0	0	2.23477	0	0	3.21111	0.964649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.3969	27.971	12.4697	2.34142	38.7233	45.8178	51.827	0	0
UniRef90_A0A3E5EBQ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93804	0	0	0.378515	0	0	0	0	0	2.46489	2.34014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.6064	12.9502	6.41481	2.27804	24.3259	15.6617	33.3499	0	0
UniRef90_A0A3E5EBR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64276	0	0	0	0	0	0.842684	1.69406	0	11.0371	4.69227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.0991	18.306	6.34275	3.44836	23.6947	19.4857	39.4881	0	0
UniRef90_A0A3E5EBS0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.09945	0	0	0	0	0	0	0.768261	0	8.81439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.5093	11.3585	4.07323	2.09296	21.0271	12.7194	26.1115	0	0
UniRef90_A0A3E5EBS8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5196	0	0	0.190078	0	0	1.67861	1.19151	0	7.43335	0.591234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.3812	27.5741	8.7835	3.53531	41.9139	37.3482	54.4504	0	0
UniRef90_A0A3E5EBU4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99748	0	0	0.867946	0	0	0	0	0	4.30909	1.22495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0776	6.10159	2.30276	1.19405	9.24405	4.89184	9.84617	0	0
UniRef90_A0A3E5EBV0	0	0	0	1.15957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.2348	0	0	0	0	0	4.33829	1.53164	0	5.792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.8565	29.9511	9.92476	4.62219	40.5291	37.9474	48.3733	0	0
UniRef90_A0A3E5EBV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01938	0	0	0	0	0	0.463528	2.35386	0	8.06055	7.74003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.1672	23.4069	13.5456	3.634	15.7899	13.068	19.06	0	0
UniRef90_A0A3E5EBX4	0	0	0	1.01361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.49	0	0	0	0	0	1.81914	0	0	1.3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.1177	18.8648	8.51282	2.47546	23.9846	27.9836	24.1511	0	0
UniRef90_A0A3E5EBY7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76731	0	0	0	0	0	0.444568	0	0	2.00997	0.677642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.4726	11.5575	4.96971	1.42163	12.0052	8.02106	15.09	0	0
UniRef90_A0A3E5EBY9	0	0	0	0.110371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.07622	0	0	0	0	0	9.12065	3.64254	0	6.78534	5.66192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.8589	23.6831	16.6769	5.94568	19.7461	12.2285	25.4883	0	0
UniRef90_A0A3E5EC04	0	0	0	1.02354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71678	0	0	0	0	0	0.816537	1.45059	0	0	1.55827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8092	8.17433	2.33255	2.32893	12.4738	6.90279	15.3679	0	0
UniRef90_A0A3E5EC28	0	0	0	0.89501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30343	0	0	0	0	0	0.90686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.8519	5.1445	3.93892	1.62106	12.5	20.195	10.7716	0	0
UniRef90_A0A3E5EC30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26135	0	0	0	0	0	0	0.910022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3367	1.78568	0.549755	0.724281	2.35479	0.821681	6.0452	0	0
UniRef90_A0A3E5EC37	0	0	0	1.25937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.9506	0	0	1.92976	0	0	0.876232	1.30781	0	8.97243	6.04385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.275	36.4695	14.6042	5.47229	52.9207	53.3417	71.8064	0	0
UniRef90_A0A3E5EC45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.83771	0	0	0	0	0	0	0	0	4.02131	0.914586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0092	14.3298	6.37425	1.9728	20.5878	17.8575	30.3276	0	0
UniRef90_A0A3E5EC48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65879	0	0	0	0	0	0.633182	0	0	1.88721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0479	4.46822	1.99574	1.30483	4.42275	2.96404	9.07791	0	0
UniRef90_A0A3E5EC59	0	0	0	0.815822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.18379	0	0	0	0	0	0	0.803856	0	0	1.08209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.3459	7.62747	2.14675	1.87095	11.2119	6.77438	14.3229	0	0
UniRef90_A0A3E5EC61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66501	0	0	1.90478	0	0	0.336497	0	0	9.62125	2.69717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7195	12.0994	7.28106	3.6629	23.4257	16.8872	31.3848	0	0
UniRef90_A0A3E5EC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06711	0	0	0	0	0	1.12185	0.982031	0	6.4208	6.42216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.2439	14.1338	10.9576	3.77819	18.4563	13.5774	26.1774	0	0
UniRef90_A0A3E5EC77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05279	0.970318	0.793384	0	0.715573	1.76357	0.941461	0	0
UniRef90_A0A3E5EC80	0	0	0	0.661994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.3295	0	0	1.04553	0	0	1.3836	1.30683	0	3.17029	4.11085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.5095	21.7712	12.3982	5.07981	39.7167	32.2642	50.7101	0	0
UniRef90_A0A3E5EC81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44708	0	0	0	0	0	0.756746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83046	1.95923	1.1909	0	2.05717	1.31722	2.81299	0	0
UniRef90_A0A3E5EC91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0493	1.79117	0.620276	0	10.0333	4.34994	7.93525	0	0
UniRef90_A0A3E5ECA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750182	0	0	0	0	0	0	0	0	0	1.03102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.47441	2.96307	5.12047	2.57588	3.05216	1.25411	1.85855	0	0
UniRef90_A0A3E5ECA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.74013	0	0	0	0	0	0	0	0	4.29657	1.34404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.6638	14.3641	4.71569	3.05703	31.3057	17.0818	33.8713	0	0
UniRef90_A0A3E5ECA7	0	0	0	0.18428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58877	0	0	0.478207	0	0	0.855812	0	0	0.870916	0.51611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3714	12.3064	6.49077	1.26296	15.1792	13.3074	20.8955	0	0
UniRef90_A0A3E5ECB5	0	0	0	1.1334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10801	0	0	0	0	0	1.77784	0.923547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5102	5.5961	1.18575	1.00757	2.60174	9.49344	10.1503	0	0
UniRef90_A0A3E5ECB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0687	0	0	0	0	0	1.36824	0.65737	0	9.00348	1.34347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.6683	27.7914	10.0727	4.28174	36.5794	20.5625	43.3277	0	0
UniRef90_A0A3E5ECC0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37935	0	0	0	0	0	0	0	0	6.3715	1.45722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.7201	11.2849	4.99743	1.21268	22.1373	15.6199	25.7786	0	0
UniRef90_A0A3E5ECD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10583	0	0	0	0	0	0	0	0	5.41792	1.29087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.1872	12.3222	5.87864	1.79153	24.1871	18.0209	31.5818	0	0
UniRef90_A0A3E5ECE8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05604	0	0	0	0	0	2.81766	3.52688	0	5.46111	3.18496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.79882	2.7839	11.7028	3.7878	1.53564	2.07273	5.3412	0	0
UniRef90_A0A3E5ECH5	0	0	0	0.418195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.40749	0	0	5.71118	0	0	4.02421	3.55129	0	8.35779	3.23778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.3236	5.04888	6.29708	1.74359	11.3939	11.9279	10.3441	0	0
UniRef90_A0A3E5ECI5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.06857	0	0	0	0	0	0.272447	0	0	7.2384	1.58667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.2772	15.0408	6.96268	2.24025	26.1821	18.9059	33.5285	0	0
UniRef90_A0A3E5ECJ5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.00287	0	0	0	0	0	0.557918	0	0	3.45946	3.69744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7827	9.44722	10.7619	2.91208	25.7735	14.637	34.0736	0	0
UniRef90_A0A3E5ECK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89847	0	0	0	0	0	0.72499	0	0	1.73047	1.55518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5713	5.69185	2.36502	0.93527	6.58145	4.07545	8.62313	0	0
UniRef90_A0A3E5ECL3	0	0	0	0.557327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9846	0	0	0.363725	0	0	0.442156	0.452802	0	1.57723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.1996	13.4128	5.38747	3.35123	20.382	24.6471	24.0379	0	0
UniRef90_A0A3E5ECM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14314	0	0	0	0	0	0.190257	0	0	7.05268	1.69506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.3655	9.70685	5.35945	1.53444	16.7898	10.7932	22.3279	0	0
UniRef90_A0A3E5ECV7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66401	0	0	0	0	0	0.927314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.8104	7.71353	2.36787	2.17802	13.491	13.6607	12.7654	0	0
UniRef90_A0A3E5ECV8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42136	0	0	0	0	0	0.272619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75306	1.74422	1.54166	0.747253	1.82335	1.50787	2.62822	0	0
UniRef90_A0A3E5ECW4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.77994	0	0	0	0	0	1.17954	1.73068	0	5.40638	6.41203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.5433	20.3941	8.45819	5.49096	24.2559	16.748	36.2273	0	0
UniRef90_A0A3E5ECW9	0	0	0	0.40251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4554	0	0	0	0	0	1.01578	0.763098	0	5.57312	3.35624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.1458	24.3915	8.47917	3.54571	37.5334	35.215	47.7979	0	0
UniRef90_A0A3E5ECX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.04684	0	0	0	0	0	0.187324	0	0	7.21599	2.06163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8185	12.1631	5.56501	2.0513	25.5326	16.6796	33.6626	0	0
UniRef90_A0A3E5ECX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.837646	0.430586	0.502396	0	0.482096	0.709725	0.728137	0	0
UniRef90_A0A3E5ECY0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46829	0	0	0	0	0	0	0	0	7.30023	3.51647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.1409	9.73998	4.36051	1.85872	23.3299	13.3718	30.1524	0	0
UniRef90_A0A3E5ECY2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78218	0	0	0	0	0	0	0	0	4.63348	2.02315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.6408	14.0642	5.83793	2.23383	19.769	13.1528	29.5342	0	0
UniRef90_A0A3E5ECZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.46637	0	0	0	0	0	0	0	0	2.77445	7.5941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6534	16.3024	6.21386	1.91431	18.8965	15.9446	29.5094	0	0
UniRef90_A0A3E5ECZ7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.33768	0	0	0	0	0	0.782546	0.950714	0	7.70909	1.52556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.1564	12.0913	7.07973	1.84687	21.6251	13.4308	28.9196	0	0
UniRef90_A0A3E5ED01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90439	0	0	0	0	0	0.38748	0	0	1.64158	1.2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.2576	7.92596	3.45785	1.87064	11.2439	7.05075	14.8839	0	0
UniRef90_A0A3E5ED02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304702	0	0	0	0	0	0	0	0
UniRef90_A0A3E5ED05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45329	0	0	0	0	0	0.983257	1.30888	0	5.96364	2.02755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3485	11.4253	5.84517	1.60192	18.7059	13.278	21.9819	0	0
UniRef90_A0A3E5ED14	0	0	0	1.06221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5762	0	0	1.00548	0	0	0.880843	0	0	2.82981	4.44872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.9892	17.1582	8.07535	3.47625	30.9563	28.5403	36.2994	0	0
UniRef90_A0A3E5ED22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.71182	0	0	0	0	0	0	0	0	3.75719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0013	6.85105	3.22659	0.59546	14.2019	5.85787	15.656	0	0
UniRef90_A0A3E5ED28	0	0	0	0.72879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9899	0	0	0.903233	0	0	1.40767	0.669761	0	6.19111	3.48512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.4767	24.6754	9.74218	5.44268	32.6567	29.5783	50.9255	0	0
UniRef90_A0A3E5ED29	0	0	0	0.519867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8641	0	0	0	0	0	0.446561	0	0	1.78251	1.88896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.4758	18.4285	5.27429	3.74822	31.9134	33.5705	38.3432	0	0
UniRef90_A0A3E5ED46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.73938	0	0	0	0	0	0	0	0	6.63221	4.4853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.0125	13.771	4.81182	2.27804	21.7115	15.354	29.792	0	0
UniRef90_A0A3E5ED71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78904	0	0	0	0	0	0.709829	0	0	4.89133	1.97938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5049	12.2068	5.70364	1.4508	16.9728	12.378	25.7203	0	0
UniRef90_A0A3E5ED72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.9246	0	0	0	0	0	1.22399	1.47564	0	4.68194	3.15224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.716	25.3098	9.85451	5.13564	33.7659	24.4692	47.2513	0	0
